Label,BalabanJ,BertzCT,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,Ipc,Kappa2,Kappa3,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinEStateIndex,MolLogP,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState10,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
1,2.948,407.806,11.508,9.901,0.0,17.92,5.563,0.0,25.123,0.0,0.0,5.426,16.056,226.095,0.3,-1.79,2745.512,4.378,2.414,0.504,10.954,0.325,0.09,-1.316,-0.053,0,0,0,1,0,1,5,5,6,4,0,0,0,15.32,5.539,11.499,0.0,0.0,5.969,10.637,5.426,0.0,0.0,6.066,24.62,6.421,0.0,1,20.114,5.969,0.0,5.426,5.843,18.883,0.0,23.763,11.499,11.268,0.0,11.499,0.0,26.828,11.215,0.0,12.487,18.199,0.0,0.0,115.81,0.0,0.0,48.917,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.766,1130.397,15.993,18.319,0.0,27.714,5.687,0.0,54.728,12.133,0.0,19.935,5.107,398.068,0.0,-3.79,1798099.974,7.842,4.483,0.507,12.341,0.339,0.023,-3.795,3.702,0,0,0,2,1,3,7,3,10,6,0,0,0,10.213,17.131,0.0,0.0,10.023,5.969,4.722,18.196,10.229,0.0,6.066,54.597,6.197,16.27,3,23.425,33.185,0.0,4.984,10.229,4.895,4.722,72.424,5.75,4.722,17.193,5.75,0.0,29.584,10.023,0.0,10.358,81.984,0.0,0.0,141.31,-3.795,24.682,58.196,0,0,0,1,1,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1.726,992.285,43.708,24.055,0.0,24.419,25.304,38.525,16.884,20.771,30.332,0.0,9.261,562.293,0.7,-2.18,370960192.6,14.993,9.457,0.548,14.212,0.307,0.109,-3.616,4.787,1,1,2,1,0,1,7,0,9,16,1,1,2,19.538,6.162,0.0,19.566,0.0,5.969,18.678,0.0,0.0,0.0,83.207,43.083,25.045,12.011,3,33.316,25.215,0.0,4.9,17.754,97.311,18.869,35.895,0.0,5.107,0.0,0.0,7.369,53.946,34.63,17.754,84.122,30.332,0.0,0.0,113.04,0.0,20.207,73.432,1,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.41,779.772,0.0,0.0,0.0,6.607,0.0,57.257,21.166,0.0,17.828,51.098,16.707,403.149,0.429,-1.24,2100937.376,8.842,4.438,0.395,9.078,0.057,0.258,0.258,3.943,0,2,2,2,0,2,5,1,6,6,0,1,1,14.906,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,35.496,43.297,54.082,17.982,4,5.107,34.738,0.0,9.8,0.0,16.212,57.32,47.487,0.0,4.9,11.375,0.0,23.363,67.327,0.0,0.0,6.421,52.256,5.023,0.0,29.95,8.122,0.0,45.656,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1.711,834.579,0.0,9.901,0.0,24.474,12.587,18.358,22.086,0.0,6.924,52.72,0.0,339.195,0.45,-2.11,813142.099,6.316,2.676,0.394,12.685,0.228,0.005,-0.187,1.925,1,1,2,1,1,2,3,3,5,5,0,0,0,15.407,0.0,0.0,5.907,0.0,0.0,9.694,0.0,0.0,0.0,25.132,42.656,29.686,18.567,4,9.901,22.383,0.0,15.201,5.918,31.849,20.199,41.599,0.0,5.317,0.0,0.0,0.0,53.181,11.215,5.918,24.471,30.472,0.0,16.476,68.36,0.0,0.0,54.0,0,1,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.571,549.196,12.208,19.802,0.0,35.424,6.421,38.525,13.186,12.152,19.923,11.661,0.0,394.272,0.739,-1.46,976275.131,12.177,7.881,0.466,12.295,0.33,0.104,-0.668,3.976,1,0,1,0,0,0,5,2,5,13,1,0,1,14.95,5.783,0.0,0.0,0.0,5.969,4.795,4.795,0.0,0.0,58.262,31.098,24.333,19.318,1,24.539,11.753,0.0,0.0,17.251,84.346,7.11,24.304,0.0,0.0,0.0,0.0,0.0,41.283,14.326,17.251,72.138,24.304,0.0,0.0,83.83,0.0,0.0,67.417,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,2.234,817.43,4.923,14.909,0.0,18.139,27.549,0.0,18.199,24.265,0.0,10.309,11.601,315.041,0.067,-2.73,116788.422,5.573,2.559,0.324,11.741,0.27,0.066,-0.489,3.038,0,1,1,2,0,2,4,1,7,2,0,0,0,5.317,6.545,0.0,5.907,5.687,0.0,19.901,0.0,0.0,0.0,29.8,12.133,28.282,16.322,3,9.718,34.595,0.0,0.0,4.992,0.0,11.862,68.728,0.0,5.317,11.375,0.0,11.601,23.087,4.795,10.114,11.127,47.457,5.023,0.0,84.6,6.196,0.0,53.582,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.818,678.619,5.663,0.0,0.0,11.919,40.452,0.0,11.13,6.066,13.847,9.985,55.845,393.053,0.429,-1.41,138434.423,7.65,4.568,0.492,6.04,0.226,0.12,-0.732,3.028,0,1,1,1,0,1,7,2,10,6,0,0,0,16.204,5.75,5.663,11.919,0.0,0.0,4.838,4.992,10.056,0.0,34.803,19.914,12.487,28.282,2,9.574,46.722,0.0,5.063,21.452,25.931,13.214,27.201,5.75,16.204,0.0,5.75,34.803,35.859,4.838,0.0,20.268,22.118,15.068,0.0,98.46,17.841,0.0,41.242,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1,2.633,543.418,0.0,0.0,0.0,11.766,21.303,0.0,0.0,18.199,0.0,15.181,34.669,255.008,0.0,-1.59,4372.52,4.112,1.868,0.382,6.025,0.242,0.013,0.013,2.01,0,0,0,1,1,2,5,2,7,1,0,0,0,11.467,5.694,5.818,5.948,0.0,0.0,0.0,0.0,4.984,10.197,35.335,6.066,5.563,10.045,2,0.0,34.968,0.0,15.181,0.0,0.0,11.467,28.244,11.257,11.467,11.766,0.0,23.202,15.181,0.0,0.0,0.0,18.199,10.045,11.257,90.71,11.906,0.0,29.316,0,0,2,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.494,1158.253,105.123,45.368,0.0,0.0,0.0,14.22,0.0,5.48,0.0,12.65,37.343,636.992,0.929,-1.24,76246019.21,13.163,9.674,0.849,13.262,0.413,0.876,-5.437,-6.978,0,2,2,0,0,0,19,5,25,13,0,2,2,43.798,24.416,18.684,0.0,0.0,31.197,13.658,8.366,35.017,0.0,6.104,0.0,14.22,24.722,2,95.36,37.166,0.0,5.48,0.0,61.35,20.826,0.0,0.0,15.693,0.0,0.0,0.0,132.164,72.326,0.0,0.0,0.0,0.0,0.0,332.4,-15.844,105.913,50.681,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.477,468.707,18.177,19.802,0.0,30.461,25.683,19.262,0.0,12.152,12.152,6.924,5.107,352.225,0.7,-1.46,271685.711,11.985,8.453,0.481,12.092,0.303,0.054,-0.801,3.251,1,0,1,0,0,0,4,3,5,12,1,0,1,15.32,5.783,0.0,0.0,0.0,5.969,9.589,0.0,0.0,0.0,50.49,25.683,24.677,12.208,1,24.909,11.753,0.0,0.0,11.836,76.919,0.0,24.304,0.0,0.0,0.0,0.0,0.0,39.28,9.589,11.836,64.711,24.304,0.0,0.0,94.83,0.0,0.0,64.167,1,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,1.797,716.784,5.601,14.696,0.0,22.396,30.595,25.683,11.146,6.924,6.076,26.847,0.0,342.219,0.727,-1.22,424524.12,5.156,2.02,0.382,12.267,0.161,0.065,-1.163,4.005,4,0,4,0,0,0,3,1,3,1,2,0,2,5.107,5.601,11.566,0.0,0.0,0.0,9.589,0.0,0.0,0.0,25.497,80.769,11.836,0.0,4,14.696,11.566,0.0,0.0,28.584,71.821,0.0,23.298,0.0,0.0,0.0,0.0,0.0,22.274,9.589,28.584,66.22,23.298,0.0,0.0,54.37,0.0,0.0,55.417,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.847,42.913,5.969,4.795,0.0,6.545,0.0,0.0,0.0,0.0,0.0,5.734,5.107,75.032,0.5,-0.57,9.651,1.722,3.43,0.48,9.243,0.317,0.278,-0.968,-0.97,0,0,0,0,0,0,2,2,3,1,0,0,0,10.84,0.0,0.0,0.0,0.0,5.969,4.795,0.0,0.0,0.0,0.0,0.0,0.0,6.545,0,9.901,5.969,0.0,0.0,5.734,0.0,6.545,0.0,0.0,5.734,0.0,0.0,0.0,17.621,4.795,0.0,0.0,0.0,0.0,0.0,63.32,0.0,0.0,20.167,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.477,765.675,0.0,5.107,0.0,6.104,10.83,30.595,37.668,11.146,12.394,43.116,0.0,349.241,0.625,-1.41,1508082.589,5.792,2.238,0.393,10.156,0.058,0.106,-0.106,5.399,4,0,4,0,1,1,2,1,2,1,2,0,2,5.107,0.0,0.0,0.0,0.0,0.0,4.984,0.0,0.0,0.0,37.639,90.732,12.394,6.104,5,5.107,5.573,0.0,4.984,28.584,64.897,0.0,47.815,0.0,0.0,0.0,0.0,0.0,16.194,0.0,28.584,64.357,42.252,0.0,5.573,33.12,0.0,0.0,48.333,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3.05,109.109,0.0,0.0,0.0,0.0,0.0,5.824,0.0,12.394,6.924,9.968,0.0,82.053,0.25,-0.79,33.549,1.125,0.407,0.349,3.861,0.102,0.968,0.968,0.718,0,0,0,0,1,1,1,1,2,0,0,0,0,4.984,5.824,0.0,0.0,0.0,0.0,0.0,4.984,0.0,0.0,0.0,6.924,12.394,0.0,1,0.0,0.0,0.0,9.968,0.0,6.924,0.0,18.218,0.0,0.0,0.0,0.0,0.0,9.968,0.0,6.924,5.824,12.394,0.0,0.0,28.68,0.0,0.0,13.167,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.519,1024.907,9.837,8.418,0.0,5.753,17.358,17.501,30.336,24.265,12.133,35.261,0.0,382.171,0.364,-2.11,2292301.483,7.486,3.942,0.361,12.541,0.178,0.133,-3.249,3.821,0,1,1,2,1,3,3,1,5,6,0,1,1,9.884,0.0,9.837,0.0,0.0,0.0,0.0,8.418,0.0,0.0,24.265,74.668,23.142,10.648,4,8.418,20.74,0.0,9.884,0.0,36.621,19.345,65.855,0.0,0.0,0.0,0.0,0.0,43.689,22.679,0.0,23.969,59.623,0.0,10.903,53.17,-3.249,25.081,36.251,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.853,865.25,68.674,49.505,0.0,32.786,0.0,15.363,4.9,30.332,0.0,0.0,4.737,508.157,0.5,-3.59,30684627.23,16.15,13.337,0.549,11.714,0.073,0.049,-1.621,-7.773,0,0,0,1,0,1,14,0,14,20,0,0,0,54.242,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,30.332,5.563,52.358,49.102,1,54.242,29.847,0.0,14.7,0.0,12.649,58.965,35.895,0.0,25.533,0.0,0.0,0.0,109.553,35.316,0.0,5.563,30.332,0.0,0.0,219.6,0.0,0.0,115.833,5,0,0,0,0,0,5,5,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.642,294.233,12.011,4.795,0.0,12.17,0.0,5.563,12.133,12.133,0.0,0.0,15.947,181.074,0.222,-1.55,758.764,3.91,2.757,0.508,10.396,0.32,0.16,-1.02,0.347,0,0,0,1,0,1,3,3,4,3,0,0,0,15.947,11.791,0.0,0.0,0.0,5.969,4.795,0.0,0.0,0.0,12.133,24.117,0.0,0.0,1,15.008,5.969,0.0,0.0,5.734,12.463,0.0,29.829,5.75,5.734,0.0,5.75,0.0,22.224,11.215,0.0,5.563,24.265,0.0,0.0,83.55,0.0,0.0,38.833,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.952,497.923,18.312,15.32,0.0,12.146,25.136,11.127,0.0,0.0,38.97,5.317,4.737,309.194,0.647,-1.14,58912.858,6.959,4.678,0.491,9.995,0.123,0.048,-0.76,0.635,1,0,1,1,0,1,5,4,5,6,0,0,0,25.373,18.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.133,32.401,30.489,12.208,2,20.056,0.0,0.0,5.317,0.0,57.464,13.152,29.326,5.75,10.054,0.0,5.75,0.0,52.322,12.842,0.0,31.898,18.199,0.0,0.0,81.95,0.0,0.0,52.25,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.578,2378.81,77.284,34.81,0.0,55.692,5.647,5.563,40.219,63.444,19.056,5.317,23.931,785.352,0.442,-5.44,1940000000000.0,15.483,7.103,0.507,14.562,0.312,0.019,-1.958,6.158,0,2,2,2,2,4,13,5,14,3,0,0,0,44.69,39.971,5.75,0.0,11.69,11.756,18.784,4.984,0.0,0.0,45.923,44.543,67.349,35.524,6,53.757,50.8,0.0,9.385,23.672,92.517,12.427,71.159,17.249,10.054,5.687,17.249,0.0,84.783,23.8,37.519,69.951,54.469,0.0,27.453,198.38,0.0,1.677,139.406,0,2,0,0,2,0,0,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,6,0,0,1,4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2.082,1145.47,5.907,14.696,0.0,27.572,16.59,11.127,6.197,24.265,53.675,10.301,0.0,392.21,0.333,-3.08,1593008.547,7.066,4.041,0.508,12.938,0.261,0.031,-0.509,5.081,0,0,0,2,1,3,3,3,5,5,0,0,0,15.407,11.313,0.0,5.429,5.907,0.0,9.589,0.0,0.0,0.0,53.675,40.156,28.854,0.0,3,9.901,22.497,0.0,4.984,0.0,52.372,5.317,69.509,5.75,10.746,5.687,5.75,0.0,15.998,10.83,0.0,63.027,47.39,0.0,10.903,82.19,0.0,0.0,68.5,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2.177,393.203,74.626,30.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.424,342.116,1.0,-0.44,120494.874,7.207,3.227,0.394,9.998,0.224,0.669,-2.222,-5.396,0,2,2,0,0,0,11,8,11,5,0,2,2,55.063,49.335,6.29,5.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.214,2,55.063,0.0,0.0,0.0,0.0,54.805,19.821,0.0,0.0,0.0,0.0,0.0,0.0,115.478,14.211,0.0,0.0,0.0,0.0,0.0,189.53,0.0,0.0,74.917,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.827,852.287,0.0,0.0,0.0,6.104,33.242,11.127,0.0,36.79,22.897,4.984,51.141,413.986,0.167,-1.23,584930.751,8.434,4.901,0.367,6.365,0.102,0.286,-0.286,6.455,0,0,0,2,1,3,3,0,7,6,0,0,0,9.304,6.104,0.0,0.0,0.0,0.0,0.0,4.984,0.0,0.0,58.536,29.829,38.048,19.479,3,4.737,46.404,0.0,9.551,0.0,19.256,0.0,86.337,0.0,0.0,0.0,0.0,46.404,9.551,17.889,0.0,17.231,55.119,20.091,0.0,27.05,24.539,1.93,30.809,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.735,637.945,0.0,0.0,0.0,0.0,11.96,26.303,37.182,0.0,0.0,84.311,4.737,366.267,0.5,-1.84,2169904.456,10.483,6.369,0.379,6.088,0.064,0.44,0.44,4.83,0,1,1,2,0,2,3,0,3,10,0,1,1,9.637,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,62.378,49.545,25.384,12.649,3,4.737,5.687,0.0,4.9,5.918,39.276,37.748,66.227,0.0,4.9,5.687,0.0,0.0,43.79,11.282,5.918,32.253,60.664,0.0,0.0,15.71,0.0,0.0,49.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.274,848.214,10.741,19.299,0.0,29.414,11.251,0.0,35.232,19.18,0.0,4.992,0.0,313.086,0.125,-3.09,179383.083,5.601,2.565,0.313,14.141,0.27,0.143,-0.536,2.548,0,1,1,2,0,2,4,0,7,2,0,0,0,4.9,12.362,0.0,5.907,5.687,0.0,19.901,4.39,0.0,0.0,12.133,18.199,30.307,16.322,3,14.108,22.994,0.0,0.0,4.992,0.0,18.492,69.523,0.0,4.9,15.765,0.0,0.0,30.135,4.795,15.932,11.127,47.457,0.0,0.0,75.81,0.0,14.141,51.026,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.047,1038.121,39.67,14.696,8.781,29.33,13.09,19.038,4.567,4.9,13.847,5.317,5.734,392.166,0.474,-2.68,2915553.45,6.439,2.808,0.477,15.645,0.341,0.013,-1.449,2.082,1,1,2,1,1,2,6,3,9,3,1,1,2,25.624,11.251,11.634,5.429,0.0,5.969,4.795,13.575,0.0,0.0,0.0,26.689,37.412,16.59,4,18.682,28.247,0.0,9.884,0.0,44.815,23.723,33.618,0.0,21.379,20.156,0.0,0.0,40.816,0.0,11.634,43.089,10.991,0.0,10.903,100.59,0.0,32.249,45.251,0,0,1,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1.85,925.393,45.769,24.597,0.0,36.379,19.262,5.573,6.076,13.0,26.847,0.0,16.338,464.197,0.72,-1.5,9958957.039,7.506,2.691,0.45,13.232,0.306,0.07,-1.506,3.126,4,0,4,0,0,0,6,2,7,5,3,0,3,14.95,6.607,11.384,5.783,0.0,5.969,14.384,0.0,0.0,11.601,39.344,49.671,23.169,10.978,4,29.334,29.137,0.0,0.0,28.584,76.378,6.607,23.801,0.0,0.0,0.0,0.0,11.601,50.935,19.12,28.584,59.799,23.801,0.0,0.0,100.9,7.41,0.0,73.201,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.462,1104.764,105.028,50.474,0.0,0.0,0.0,0.0,4.722,0.0,0.0,8.366,32.975,594.982,0.917,-1.2,15998435.3,11.271,8.41,0.479,11.347,0.397,1.291,-5.466,-6.251,0,2,2,0,0,0,16,9,24,10,0,2,2,39.743,36.562,24.788,0.0,0.0,37.071,13.658,13.161,29.975,0.0,0.0,0.0,0.0,6.607,2,91.816,37.071,0.0,4.722,0.0,61.35,6.607,0.0,0.0,4.722,0.0,0.0,0.0,138.37,58.473,0.0,0.0,0.0,0.0,0.0,339.51,-15.825,101.374,50.701,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.878,1232.268,40.173,23.881,0.0,24.151,5.563,4.567,52.084,0.0,0.0,25.815,4.417,443.148,0.3,-4.09,10134826.9,8.571,4.633,0.867,13.023,0.309,0.012,-1.299,0.28,0,0,0,1,2,3,9,2,12,8,0,0,0,20.157,17.336,0.0,11.45,5.907,11.798,18.951,9.374,0.0,10.197,12.133,37.293,20.516,5.539,3,23.503,11.814,0.0,30.382,7.048,32.855,0.0,69.3,5.75,21.299,4.39,5.75,0.0,31.563,19.131,12.741,52.3,33.477,0.0,0.0,155.07,0.0,19.062,71.854,0,0,0,0,4,0,0,2,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
